inner_text,electric_car,model_electric_car,correct
"BMW 3 Series | Review the Specs, Features and Pros & Cons | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad See BMW 3 Seriess for sale BMW 3 Series : Review the specs, features and pros & cons Year 2021 - 2021 2016 - 2017 2021 - 2021 Year 2021 - 2021 2016 - 2017 Variant 3 Series View all for sale Pros and cons of the BMW 3 Series New design is larger and stronger than previous years Wide range of driver assist systems are standard User-friendly “Live Cockpit” system No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin Performance suspension makes for a stiff ride This is general information and should not be relied on as purchasing advice. Specifications of the BMW 3 Series Key specifications available across all trim levels Seats 5 Doors 4 Fuel type Hybrid or Gas Transmission Automatic City consumption 9.5 L/100km Highway consumption 6.9 L/100km Width 1827 mm Length 4717 mm Trunk space 480 L Cargo space 480 L Exact values depend on trim and engine choice. Trims available with the BMW 3 Series What is a trim? Trims are different options of the same car with different features and equipment. The specs depend on the trim you choose. This variant of the BMW 3 Series 2021 - 2021 is available in 2 trims: 330e 330i 330e trim features and specs Interior features 2 climate zones, Air conditioning (automatic), Center arm rest between front seats, Driver seat has lumbar support (optional), Electric windows, Electrically adjustable front seats, Heated front seats, Heated rear seats (optional), Heated steering wheel (optional), ISOFIX installation points, Leather steering wheel, Multifunction steering wheel, Paddle shifters (optional), Passenger seat has lumb",Y,N,False
"Find all Used BMW 3 Series for sale in Montréal | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Montréal Save search Read more The cars that world-renowned BMW produce are known for being reliable and long-lasting. One popular model BMW manufactures is the BMW 3 Series . You can browse for new and used BMW 3 Series cars for sale in Montreal, or search the extensive choice of vehicles offered by Kijiji Autos. Browsing for the right vehicle for your lifestyle is easy with Kijiji Autos because there are search filters that narrow down your search to exactly what you want. Here are some of those filters: The BMW 3 Series offers a safe ride The BMW 3 Series earned a five out of five stars for the overall safety rating from the National Highway Traffic Safety Administration. In addition, many driver-assist systems come standard for safer driving. The BMW 3 Series features Live Cockpit technology A popular feature of the BMW 3 Series is the BMW Live Cockpit Plus, which is a redesigned instrument cluster. It comes with a 5.1-inch digital display in the centre. The BMW 3 Series has been in production since 1975, which means that it will be easier to find used BMW 3 Series cars for sale. Condition Search for new, certified pre-owned and used cars. This is one of the most impactful things on your budget. Make, model and body type You can search for the make of a vehicle, like BMW and model, like BMW 3 Series. You can also check body type, such as sedan, SUV or pickup truck. Location Searching the Montreal filter will refer you to dealers and private sellers in Montreal or locations close to your home. If you are looking for used BMW 3 Series cars for sale in Montreal, you ar",N,N,True
"Find all Used BMW 3 Series for sale in Saint-Lambert | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Saint-Lambert Save search Read more The BMW 3-Series has been around since 1975. BMW cars never go out of style, and if well maintained, some used BMW 3-Series hold their value for decades. Are you looking for used BMW 3-Series cars for sale in Saint-Lambert? Check out our used listings for luxury cars on Kijiji Autos. Used BMW 3-Series highlights The generation of BMW 3-Series built from 2012 to 2018 is available as a two-door or a four-door sedan, convertible, coupe and sports wagon. Apple CarPlay and Android Auto were first introduced in 2017. Drivers can expect these models to come with a powerful engine lineup, easy-to-use infotainment system and high-end convenience-driven interior features. Saint-Lambert drivers who prioritize passenger safety should note that advanced safety features are available but not standard. The generation of BMW 3-Series models built from 2005 to 2012 has comfortable seating, expert handling and high safety ratings. Available in rear-wheel drive and all-wheel drive, this used BMW 3-Series generation comes with BMW's iDrive navigation system. Higher on the trim scale, Saint-Lambert drivers can expect a 10-speaker stereo system, a sunroof and leather seats. The BMW 3-Series sedan was fully redesigned in 2019 and comes with plenty of cargo space, a revamped infotainment system and more horsepower than the previous generation. Find used BMW 3-Series cars for sale in Saint-Lambert Are you looking for new and used BMW 3-Series cars for sale in Saint-Lambert, Longueuil and the rest of the South Shore? Kijiji Autos has a large inventory of ",N,N,True
"Find all Used BMW 3 Series for sale in Toronto | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Toronto Save search Read more The BMW 3-Series has gone through some major changes since it first arrived on the North American market in 1975. But no matter which generation of used BMW 3-Series, you can expect an exciting ride, an upscale interior and sporty options. Are you looking for used BMW 3-Series cars for sale in Toronto? Discover used BMW models on Kijiji Autos's large inventory of car listings in your area. Used BMW 3-Series highlights The last generation ran from 2012 to 2018, and was offered in three body styles: sedan, convertible and coupe—the sports wagon joined the lineup in 2014. The sedan model is available as two or four doors. True to the brand's reputation, these models are equipped with robust engine options and high-end interiors that are designed for convenience. Apple CarPlay and a wireless charger were introduced to the BMW 3-Series models in 2017. Toronto drivers looking for BMW 3-Series with standard advanced safety features should note that many of these systems are only available as add-ons. The Audi A4 is similarly priced but comes with more standard safety tech. The BMW 3-Series sedan was fully redesigned in 2019 and comes with a 255-horsepower twin-turbocharged base engine, an eight-speed automatic transmission and standard all-wheel drive. Its infotainment system is upgraded from the previous generation. Available advanced safety features include parking sensors, rear-cross traffic alert and forward-collision warning. Find used BMW 3-Series cars for sale in Toronto Are you looking for new and used BMW 3-Series cars for sale in Toronto,",N,N,True
"Find all Used BMW 3 Series for sale in Westmount | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Westmount Save search Read more The BMW 3 Series was first launched in Munich in 1975. Since then, it has evolved through seven generations of sedans, coupes, convertibles and hatchbacks. While the first generation would be considered boxy by modern tastes, their performance was seen as unmatched at the time. Today's models are sleek and full of dynamic features while still maintaining that original mix of speed, power and German engineering that made the BMW 3 Series a success. Whether you're looking for a classic like the BMW 325i cabriolet or something a bit more modern like the BMW 330i xDrive, you can find used BMW 3 Series cars for sale in Westmount on Kijiji Autos. BMW 3 Series features As with any long-running car series, available features will vary widely between used BMW 3 Series cars from different eras. When looking at older BMW 3 Series vehicles, you are likely to find attractive cars with premium leather interiors that are fun to drive thanks to powerful engines. However, interior features are unlikely to match what's available now. If we look at something from 2020, the BMW 330i sport sedan has a powerful 255 horsepower four-cylinder engine, while the all-wheel-drive M330i xDrive can do 0-60 mph in a speedy 5.2 seconds. Inside the 2020 vehicles, you can expect perks like heated seats and steering wheel, advanced safety features like lane-keeping assist and an updated infotainment system with Apple CarPlay. Purchasing a used BMW 3 Series If you're deciding between new and used BMW 3 Series cars for sale in Westmount, you might be wondering about the bene",N,N,True
"Find all Used BMW 3 Series for sale in Longueuil | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Longueuil Save search Read more From its launch in 1975 to today, the BMW 3 Series has evolved through seven generations, going from boxy but powerful to sleek and dynamic. Over the years, the BMW 3 Series has included coupes, sedans, convertibles and hatchbacks. There really is an option for every discerning car buyer. No matter which model you choose, you can trust that a BMW 3 Series car offers a mix of speed, style and German engineering. Whether you're on the hunt for an original 1986 BMW E30 cabriolet or a 2021 BMW 330e hybrid sedan, you'll find quality used BMW 3 Series vehicles in Longueuil on Kijiji Autos. BMW 3 Series features As BMW's best-selling model, the 3 Series has offered a mix of attractive features over the years. In the 2021 lineup, the 330i features a 255-horsepower turbocharged four-cylinder engine, while the PHEV 330e has a plug-in hybrid engine with a 37 km electric range. Looking back to the 5th generation, the 2010 BMW 3 Series included models like the powerful diesel engine 335d with six-speed manumatic transmission, as well as the sporty all-wheel-drive 328i Wagon with BMW's xDrive AWD system. Buying a used BMW 3 Series If you're looking for used BMW 3 Series cars for sale in Longueuil, you might be wondering about the reliability of pre-owned BMW 3 Series vehicles. The BMW 3 Series of entry-level luxury sedans is considered to be about average when it comes to reliability, while the driving experience rates as great. When buying an older BMW 3 Series, it is important to check for rust damage. That being said, buying a used BMW 3 Series is ",N,N,True
"Find all Used BMW 3 Series for sale in Brossard | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Brossard Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Longueuil (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Longueuil (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 C",N,N,True
"Find all Used BMW 3 Series for sale in Burlington | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Burlington Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Halton (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Halton (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 Chr",N,N,True
"Find all Used BMW 3 Series for sale in Halifax | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Halifax Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Halifax (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Halifax (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 Chrysle",N,N,True
"Find all Used BMW 3 Series for sale in Hamilton | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Hamilton Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Hamilton (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Hamilton (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 Chr",N,N,True
"Find all Used BMW 3 Series for sale in Lévis | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Lévis Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Lévis (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Lévis (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 Chrysler 0 Daew",N,N,True
"Find all Used BMW 3 Series for sale in Mississauga | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Mississauga Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Peel (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Peel (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 Chrys",N,N,True
"Find all Used BMW 3 Series for sale in Québec | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Québec Save search Pros and cons BMW 3 Series specs New design is larger and stronger than previous years Wide range of driver assist systems are standard No manual transmission in the 2019 model Limited storage space for small items in the passenger cabin This is general information and should not be relied on as purchasing advice. Québec (+150km) Change 2 Filters Make, model, trim BMW 3 Series Year Price Transmission Kilometres Body type Condition Used Fuel type Drivetrain Seller type Exterior colour Number of cylinders Engine size Power Seat count Doors Video/photos Keyword search Extras Dealer updates Free CARFAX Canada report Québec (+150km) Change Filters Clear filters Make BMW Chevrolet Dodge Ford GMC Honda Hyundai Mercedes-Benz Toyota Volkswagen Acura Alfa Romeo AMC AM General Aston Martin Audi Austin Healey Bentley BMW Bricklin Buick Cadillac Chevrolet Chrysler Daewoo Daihatsu Datsun Dodge Eagle Ferrari Fiat Ford Genesis Geo GMC Honda Hummer Hyundai Infiniti International Harvester Isuzu Jaguar Jeep Kia Lamborghini Land Rover Lexus Lincoln Lotus Maserati Mazda McLaren Mercedes-AMG Mercedes-Benz Mercury MG MINI Mitsubishi Nissan Oldsmobile Opel Other Plymouth Polestar Pontiac Porsche RAM Renault Rolls-Royce Saab Saturn Scion Shelby Smart Subaru Suzuki Tesla Toyota Triumph Volkswagen Volvo BMW Makes (1) Popular Makes BMW 0 Chevrolet 0 Dodge 0 Ford 0 GMC 0 Honda 0 Hyundai 0 Mercedes-Benz 0 Toyota 0 Volkswagen 0 All makes Acura 0 Alfa Romeo 0 AMC 0 AM General 0 Aston Martin 0 Audi 0 Austin Healey 0 Bentley 0 BMW 0 Bricklin 0 Buick 0 Cadillac 0 Chevrolet 0 Chrysler 0 ",N,N,True
"Find all Used BMW 3 Series for sale in Calgary | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad Used BMW 3 Series for sale in Calgary Save search Read more Looking for a used BMW 3 Series for sale in Calgary? Take a look at Kijiji Autos. We have a large inventory so you can easily find a new, certified pre-owned or used BMW 3 Series that meets your needs. The BMW 3 Series is the best selling of the BMW vehicles. Here’s why: The BMW 3 Series provides the kind of performance you expect from a BMW BMWs have a reputation for performance which is displayed through their handling, responsiveness and power. While the BMW 3 Series is a refined luxury sedan , its handling and power make it feel like a sports car. The luxury of the BMW 3 Series is reflected in its refined interior The interior of the BMW 3 Series features fine materials such as brushed metal and leather. Five adults can travel comfortably in the spacious cabin, even with lots of cargo. Sports seats that hug the body with inflatable side bolsters for more lateral support are available for those who want comfort during a spunkier ride. The BMW 3 Series has a good safety record The BMW 3 Series is one of the safest vehicles in its class, with excellent crash test ratings. The Insurance Institute For Highway Safety has designated the BMW 3 Series a Top Safety Pick, and the National Highway Traffic Safety Administration has given it an overall safety rating of five out of five stars. With credentials like these, drivers and passengers can feel safe on the road. Using the Kijiji Autos large inventory and search engine, it is easy to find used vehicles throughout Canada, including a wide selection of body types, makes and models. Search filters",N,N,True
"Best deals on new and used BMW cars for sale | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad BMW for sale Save search Read more German automaker BMW has long been considered one of the best in the world. BMW, which stands for Bavarian Motor Works, is known for producing dynamic luxury vehicles that are as beautiful to look at as they are fun to drive. With their lineup of sporty sedans , family-sized SUVs and powerful sports cars, BMW has a luxury model to suit nearly every lifestyle. Plus there's a nice selection of hybrid and electric vehicles available. Drivers considering a BMW might also be interested in Mercedes-Benz or Audi . If you're looking to purchase a BMW, Kijiji Autos has a huge inventory of new and used luxury vehicles for sale in your area. BMW history and evolution From planes to motorcycles, kitchen utensils to race cars, BMW has produced many things over its 100 plus years in business. Originally established as an aircraft manufacturer, BMW released their first motorcycle, the R32, in 1923, and their first car, the Dixi 3/15, in 1928. Post-WWII, the company struggled to find their footing. The 1952 BMW 501 sedan helped the company regain its reputation for making exciting luxury vehicles. The 1961 BMW 1500, the first of the New Class line, turned BMW back into a profitable carmaker. The 1970s saw the launch of the BMW 3-Series, 5-Series and 7-Series, the success of which continues today. The BMW i3, the first all-electric BMW, launched in 2013, paving the way towards the company's growing selection of hybrid and electric models today. Popular BMW models to look for Now in its seventh generation, the BMW 3-Series is a line of extremely popular compact luxury cars. The 2021 BM",Y,N,False
"Top deals on New and Used BMW 3 Series for Sale | Kijiji Autos Skip to main content Skip to Accessibility Services Your browser is out of date Some features may not be available. For the best experience, upgrade your browser. Upgrade now Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad BMW 3 Series for sale Save search Read more The powerful yet refined BMW 3 Series is an iconic series of compact luxury cars . While the current BMW 3 Series is only offered as a sedan , this long-running series has included a variety of other body styles over the years. When shopping for a BMW 3 Series for sale on Kijiji Autos, you're likely to find used coupe , convertible and station wagon models alongside today's sport sedans. The BMW 3 Series lineup also includes a plug-in hybrid, offering drivers an eco-friendlier option. Drivers interested in BMW 3 Series sedans might also like the Mercedes-Benz C-Class , Audi A4 or Genesis G70 . Kijiji Autos instantly connects you with new and used luxury vehicles available for sale in your neighbourhood and across Canada. BMW 3 Series history and evolution The first generation of the BMW 3 Series launched way back in 1975. Since then, BMW has released seven generations of this popular luxury car with the seventh generation debuting in 2019. The first BMW 3 Series included a two-door sedan and cabriolet, while the four-door sedan was introduced as part of the second generation in 1983. The German automaker's first ever station wagon was added to the BMW 3 Series in 1987. The third generation debuted in 1990, followed by the fourth in 1997 which would become the top-selling BMW series of all time. In 2011, the sixth generation introduced new hybrid powertrains to the BMW 3 Series lineup. Current BMW 3 Series lineup The current BMW 3 Series includes the 335-horsepower BMW 330i, 385-horsepower sport-tuned BMW M340i and the plug-in hybrid BMW 330e. All three mod",Y,N,False
"Certified pre-owned cars explained | Kijiji Autos Buy All cars Used cars New cars Post ad Research Advice hub Model research Saved Saved cars Saved searches Sign in Register now Post ad WHAT DOES CERTIFIED PRE-OWNED MEAN? Connect with certified pre-owned dealers on Kijiji Autos Your well-being remains our top priority. Please seriously consider whether in-person meetings are necessary and visit our Help Desk for more information. If you’re new to the car-buying world, you might be weighing your options and deciding whether to buy new or used. But there's a separate category of available vehicles out there that acts like a hybrid of the two: certified pre-owned. While not technically new, certified pre-owned (CPO) vehicles give you many of the perks of owning a new car without the price tag. Although they're a little more expensive than a pre-owned vehicle sold by a used car dealer or private seller, a CPO vehicle comes with better guarantees that you're getting the most from your investment. Here’s what you need to know about buying a CPO car: What does certified pre-owned mean? If a car is labelled certified pre-owned, it means that it has been returned to the original automaker or dealer in excellent condition. You get all the benefits of buying a new car at a much lower price. When you see the tagline “as good as new,” you’re likely looking at a CPO vehicle. A CPO vehicle is often a returned lease, which means that it likely has low mileage for its age and that the previous owner had it serviced by a mechanic certified by the automaker. Besides your home, buying a vehicle is likely the second biggest expense in your life, so you want to make sure you’re investing in something that’s going to last. If a car is certified pre-owned, you’ll have a better guarantee that your car won't run into any major problems. How do I buy a certified pre-owned vehicle with Kijiji Autos? We have partnered with CPO dealers in Canada to help make your car-buying journey as easy as po",N,N,True
